incident_id,case_number,report_date,report_time,occurred_date,occurred_time,crime_type,crime_category,ucr_code,crime_severity,premises_type,location_description,latitude,longitude,district,beat,neighborhood,zip_code,ward,victim_count,victim_age_group,victim_gender,victim_race,suspect_count,suspect_age_group,suspect_gender,suspect_race,arrest_made,arrest_date,charges_filed,case_status,clearance_type,weapon_used,domestic_related,gang_related,hate_crime,property_damage,estimated_loss,stolen_vehicles,recovered_property,officer_id,responding_officers,investigation_hours,witnesses,evidence_collected,video_footage,day_of_week,time_category,season,month,year,is_holiday,weather,temperature_f,reported_by,priority_level,arrest_date_status,arrest_status
INC00003831,2023-003831,2023-08-26,16:22:00,2023-08-23,04:53:00,Weapons Violation,Other,2I,Misdemeanor,Bank,1629 Main St,40.848356,-73.891825,Suburbs,2B,Harbor District,10532,3,4,18-24,Male,White,1,Unknown,Female,White,No,,Yes,Suspended,Exceptional,Unknown,No,No,No,No,46306,0,Yes,OFF0379,1,172,4,No,Yes,Monday,Night,Summer,August,2023,No,Clear,89,Victim,Low,Not Applicable / Pending,Not Applicable
INC00003832,2023-003832,2023-07-25,18:24:00,2023-07-18,02:43:00,DUI,Other,8P,Felony,Street,1791 Elm St,40.509067,-73.919995,East,8B,Downtown Core,90447,9,4,0-17,Unknown,Unknown,1,25-34,Unknown,White,No,,No,Closed - Cleared,Unknown,Unknown,No,No,No,Yes,5078,0,No,OFF0084,2,6,3,No,Yes,Thursday,Night,Summer,July,2023,No,Fog,77,Witness,Low,Not Applicable / Pending,Not Applicable
INC00003833,2023-003833,2023-03-25,18:05:00,2023-03-20,05:38:00,Cybercrime,Other,8P,Misdemeanor,Office,5834 Pine St,40.675687,-73.998545,Suburbs,7A,Eastbrook,79258,15,1,0-17,Female,Other,2,Unknown,Male,Unknown,Yes,,No,Suspended,Exceptional,Unknown,Yes,Yes,No,No,0,0,No,OFF0143,1,24,0,No,No,Monday,Morning,Spring,March,2023,No,Fog,47,Witness,Low,Not Applicable / Pending,Pending
INC00003834,2023-003834,2023-10-04,11:29:00,2023-10-01,15:16:00,Sexual Assault,Violent,6N,Felony,Convenience Store,5403 Elm St,40.789477,-74.221851,West,5E,Oak Park,34380,10,4,18-24,Unknown,Other,3,Unknown,Unknown,Other,Yes,2023-11-12,No,Closed - Cleared,Unknown,Unknown,No,No,No,No,46101,0,Yes,OFF0469,1,68,0,Yes,No,Friday,Afternoon,Fall,October,2023,No,Rain,86,Third Party,Low,Recorded,Completed
INC00003835,2023-003835,2023-12-16,07:59:00,2023-12-16,16:49:00,Vandalism,Other,1K,Misdemeanor,Restaurant,8158 Main St,40.847327,-73.979368,West,5A,Hillside,99862,13,4,55-64,Male,Other,0,45-54,Unknown,Hispanic,Yes,,No,Closed - Unfounded,Exceptional,Unknown,No,No,No,No,13383,0,Yes,OFF0235,3,197,3,No,Yes,Monday,Afternoon,Winter,December,2023,No,Fog,52,Third Party,Low,Not Applicable / Pending,Pending
INC00003836,2023-003836,2023-11-27,11:12:00,2023-11-22,06:12:00,DUI,Other,1Z,Misdemeanor,Transit,9740 Main St,40.735128,-74.133175,Downtown,20D,Harbor District,27837,9,4,65+,Female,Asian,0,Unknown,Female,Black,Yes,2023-12-27,No,Suspended,Unknown,Unknown,No,No,No,No,0,0,No,OFF0437,3,16,3,No,No,Wednesday,Morning,Fall,November,2023,No,Cloudy,52,Victim,Low,Recorded,Completed
INC00003837,2023-003837,2023-05-23,00:20:00,2023-05-23,19:40:00,Homicide,Violent,7U,Infraction,Residence,3057 Oak St,40.951114,-74.06148,South,15C,Southview,99699,8,3,65+,Unknown,Hispanic,3,55+,Unknown,Unknown,Yes,2023-05-28,No,Under Investigation,Arrest,Unknown,No,No,No,No,12405,0,No,OFF0423,2,63,3,Yes,No,Thursday,Evening,Spring,May,2023,No,Clear,75,Third Party,High,Recorded,Completed
INC00003838,2023-003838,2023-10-24,22:33:00,2023-10-21,05:23:00,Domestic Violence,Other,7O,Misdemeanor,Hospital,9885 Maple St,40.54246,-73.824862,East,17D,Northgate,42479,4,3,25-34,Female,Hispanic,2,Unknown,Unknown,Asian,No,,No,Open,Unknown,Other,Yes,No,No,Yes,39356,0,No,OFF0002,1,175,4,No,No,Thursday,Morning,Fall,October,2023,No,Cloudy,42,Officer,Low,Not Applicable / Pending,Not Applicable
INC00003839,2023-003839,2023-06-03,14:56:00,2023-06-01,12:09:00,Homicide,Violent,7T,Infraction,Convenience Store,3918 Oak St,40.691538,-73.868766,North,1D,Oak Park,71819,12,1,0-17,Female,Black,0,Unknown,Male,Black,Yes,2023-06-06,No,Under Investigation,Unknown,Unknown,Yes,No,No,Yes,9607,0,No,OFF0190,3,80,3,Yes,Yes,Monday,Afternoon,Summer,June,2023,No,Cloudy,71,Third Party,Medium,Recorded,Completed
INC00003840,2023-003840,2023-02-10,03:33:00,2023-02-08,12:05:00,Vehicle Theft,Property,2V,Infraction,Office,4449 Main St,40.768262,-73.77054,Downtown,1C,Southview,81496,4,4,0-17,Unknown,Unknown,2,0-17,Unknown,White,No,,Yes,Under Investigation,Unfounded,Unknown,No,No,No,No,0,1,No,OFF0388,3,77,4,No,No,Sunday,Afternoon,Winter,February,2023,No,Fog,78,Victim,Low,Not Applicable / Pending,Not Applicable
INC00003841,2023-003841,2023-10-17,02:25:00,2023-10-15,15:57:00,Homicide,Violent,7D,Felony,School,5764 Pine St,40.783145,-74.020008,North,8B,Eastbrook,99153,4,4,18-24,Male,Other,1,Unknown,Male,Unknown,Yes,2023-10-28,No,Suspended,Unknown,Unknown,No,Yes,No,Yes,21989,0,No,OFF0408,3,166,3,Yes,No,Thursday,Afternoon,Fall,October,2023,No,Rain,34,Witness,Medium,Recorded,Completed
INC00003842,2023-003842,2023-12-25,22:29:00,2023-12-20,18:04:00,Drug Offense,Other,5C,Misdemeanor,Other,9087 Oak St,40.687404,-74.045966,West,9B,Riverside,52623,3,2,45-54,Unknown,Asian,1,Unknown,Female,Other,No,,Yes,Suspended,Unknown,Unknown,No,No,No,Yes,0,0,No,OFF0171,1,189,2,No,No,Wednesday,Evening,Winter,December,2023,No,Snow,62,Third Party,High,Not Applicable / Pending,Not Applicable
INC00003843,2023-003843,2023-04-27,10:04:00,2023-04-24,21:31:00,Fraud,Other,8G,Felony,Commercial,1696 Main St,40.51905,-74.211725,South,15E,Northgate,63141,7,3,25-34,Unknown,White,3,0-17,Female,White,No,,No,Closed - Cleared,Arrest,Unknown,No,Yes,No,No,44918,0,No,OFF0259,2,91,4,Yes,Yes,Saturday,Night,Spring,April,2023,No,Snow,68,Anonymous,Low,Not Applicable / Pending,Not Applicable
INC00003844,2023-003844,2023-09-22,01:46:00,2023-09-21,21:32:00,Burglary,Property,3P,Felony,Other,7538 Oak St,40.58767,-74.163628,Suburbs,3B,Westside,92665,2,3,45-54,Male,White,3,55+,Unknown,White,No,,No,Closed - Unfounded,Exceptional,Unknown,No,No,No,Yes,0,0,No,OFF0140,3,193,0,No,Yes,Sunday,Night,Fall,September,2023,No,Rain,64,Victim,Low,Not Applicable / Pending,Not Applicable
INC00003845,2023-003845,2023-10-02,05:53:00,2023-09-27,01:27:00,DUI,Other,6G,Felony,Hospital,6942 Maple St,40.509984,-73.888869,West,3D,Oak Park,72693,10,1,55-64,Unknown,Unknown,1,18-24,Unknown,Other,Yes,2023-10-04,No,Closed - Arrested,Unfounded,Blunt Object,No,No,No,No,16750,0,Yes,OFF0258,2,85,3,No,No,Wednesday,Night,Fall,October,2023,No,Fog,39,Anonymous,Medium,Recorded,Completed
INC00003846,2023-003846,2023-05-19,20:54:00,2023-05-13,10:12:00,Arson,Other,3L,Felony,Mall,6827 Main St,40.474253,-74.250895,East,14B,Harbor District,54187,10,2,25-34,Male,Hispanic,2,Unknown,Unknown,White,No,,Yes,Closed - Unfounded,Arrest,Unknown,No,No,No,No,34285,0,Yes,OFF0327,2,141,2,No,No,Sunday,Morning,Spring,May,2023,No,Cloudy,75,Witness,Low,Not Applicable / Pending,Not Applicable
INC00003847,2023-003847,2023-06-22,21:57:00,2023-06-20,18:47:00,Vehicle Theft,Property,9F,Felony,Other,9681 Main St,40.693146,-74.049683,Central,15A,Westside,50837,14,3,0-17,Unknown,Other,3,Unknown,Unknown,Other,No,,No,Closed - Cleared,Arrest,Unknown,No,No,No,No,0,1,Yes,OFF0052,3,2,3,Yes,No,Saturday,Evening,Summer,June,2023,No,Fog,83,Witness,Low,Not Applicable / Pending,Not Applicable
INC00003848,2023-003848,2023-04-01,01:54:00,2023-03-28,11:48:00,DUI,Other,7S,Felony,Gas Station,1627 Elm St,40.534392,-74.082556,East,1B,Downtown Core,20816,3,4,0-17,Male,Hispanic,3,Unknown,Unknown,Unknown,No,,Yes,Open,Exceptional,Unknown,No,No,No,No,37153,0,Yes,OFF0141,1,193,2,No,Yes,Monday,Morning,Spring,April,2023,No,Clear,50,Victim,Low,Not Applicable / Pending,Not Applicable
INC00003849,2023-003849,2023-05-13,22:17:00,2023-05-13,06:50:00,Fraud,Other,7N,Misdemeanor,Street,5101 Cedar St,40.845455,-74.152669,Downtown,10C,Hillside,41535,11,2,0-17,Male,Other,1,45-54,Unknown,Hispanic,Yes,2023-06-04,No,Open,Arrest,Unknown,No,No,No,Yes,49969,0,No,OFF0117,1,17,1,Yes,Yes,Monday,Morning,Spring,May,2023,No,Snow,61,Anonymous,Medium,Recorded,Completed
INC00003850,2023-003850,2023-07-19,13:24:00,2023-07-15,08:32:00,Drug Offense,Other,5G,Infraction,Other,2435 Pine St,40.534334,-74.224476,North,10D,Westside,88405,13,1,Unknown,Male,Asian,2,Unknown,Unknown,Unknown,No,,No,Under Investigation,Unfounded,Unknown,No,No,Yes,No,0,0,No,OFF0266,1,18,3,No,No,Friday,Morning,Summer,July,2023,No,Cloudy,45,Witness,Medium,Not Applicable / Pending,Not Applicable
INC00003851,2023-003851,2023-02-14,00:09:00,2023-02-09,01:13:00,Vehicle Theft,Property,9D,Misdemeanor,Hospital,5207 Pine St,40.503925,-73.820023,South,20D,Northgate,74157,14,1,Unknown,Unknown,Other,0,Unknown,Unknown,Unknown,No,,Yes,Under Investigation,Unfounded,Unknown,No,No,No,No,29953,1,No,OFF0407,2,179,0,Yes,No,Thursday,Night,Winter,February,2023,No,Clear,34,Victim,Medium,Not Applicable / Pending,Not Applicable
INC00003852,2023-003852,2023-12-27,22:31:00,2023-12-22,20:50:00,Homicide,Violent,4A,Misdemeanor,Other,256 Main St,40.670558,-74.063415,Central,9A,Southview,35311,12,3,18-24,Unknown,Asian,3,35-44,Unknown,Other,Yes,2024-02-04,Yes,Closed - Arrested,Unfounded,Unknown,Yes,No,No,No,0,0,No,OFF0439,3,161,2,No,Yes,Friday,Evening,Winter,December,2023,No,Rain,69,Witness,High,Recorded,Completed
INC00003853,2023-003853,2023-05-03,04:15:00,2023-04-28,13:33:00,Robbery,Property,7L,Felony,Transit,1718 Main St,40.815999,-74.088704,Downtown,10D,Southview,87798,13,3,25-34,Female,Black,1,35-44,Unknown,Black,No,,No,Suspended,Unknown,Unknown,No,Yes,No,Yes,41801,0,Yes,OFF0295,2,94,4,No,Yes,Friday,Afternoon,Spring,May,2023,No,Clear,35,Third Party,High,Not Applicable / Pending,Not Applicable
INC00003854,2023-003854,2023-02-14,12:46:00,2023-02-08,00:29:00,Vehicle Theft,Property,9D,Felony,Restaurant,3123 Cedar St,40.932413,-73.757841,Downtown,15A,Harbor District,58780,9,4,45-54,Female,White,1,45-54,Unknown,Unknown,Yes,,No,Under Investigation,Arrest,Unknown,No,No,No,Yes,0,1,Yes,OFF0323,2,116,3,Yes,No,Thursday,Night,Winter,February,2023,No,Cloudy,78,Officer,Medium,Not Applicable / Pending,Pending
INC00003855,2023-003855,2023-08-24,03:22:00,2023-08-18,18:42:00,Cybercrime,Other,4G,Misdemeanor,Residence,941 Pine St,40.692775,-74.009136,Downtown,1A,Downtown Core,44323,4,1,45-54,Male,White,0,25-34,Unknown,Unknown,Yes,,Yes,Under Investigation,Unfounded,Blunt Object,Yes,No,No,Yes,40045,0,Yes,OFF0015,2,199,2,No,No,Saturday,Evening,Summer,August,2023,No,Cloudy,47,Officer,Low,Not Applicable / Pending,Pending
INC00003856,2023-003856,2023-11-03,23:19:00,2023-11-01,07:35:00,Cybercrime,Other,4V,Felony,Transit,9464 Oak St,40.533771,-74.088048,West,19B,Midtown,36377,10,4,18-24,Male,Unknown,2,Unknown,Unknown,Unknown,No,,No,Open,Unknown,Unknown,No,Yes,No,No,0,0,Yes,OFF0441,3,81,0,Yes,No,Sunday,Morning,Fall,November,2023,No,Snow,55,Anonymous,Medium,Not Applicable / Pending,Not Applicable
INC00003857,2023-003857,2023-03-10,12:28:00,2023-03-07,05:29:00,Weapons Violation,Other,1X,Misdemeanor,Other,4830 Elm St,40.810099,-74.130567,Central,13C,Oak Park,33668,9,3,45-54,Male,Other,1,55+,Unknown,Other,Yes,2023-05-11,No,Under Investigation,Unknown,Blunt Object,No,No,No,Yes,0,0,No,OFF0256,3,74,0,No,Yes,Sunday,Morning,Spring,March,2023,No,Clear,79,Victim,High,Recorded,Completed
INC00003858,2023-003858,2023-07-24,21:40:00,2023-07-18,02:38:00,Sexual Assault,Violent,3Y,Felony,School,1917 Pine St,40.463698,-73.857258,West,9D,Downtown Core,38843,2,2,Unknown,Female,Other,3,45-54,Unknown,Black,No,,No,Closed - Unfounded,Unfounded,Unknown,No,No,No,No,21969,0,No,OFF0360,2,130,0,No,No,Wednesday,Night,Summer,July,2023,No,Clear,84,Anonymous,Medium,Not Applicable / Pending,Not Applicable
INC00003859,2023-003859,2023-04-10,20:12:00,2023-04-08,08:58:00,Robbery,Property,3Z,Misdemeanor,Hospital,86 Main St,40.591246,-74.076338,Downtown,15B,Southview,16643,15,2,18-24,Male,Other,1,0-17,Unknown,Other,No,,No,Suspended,Unfounded,Unknown,No,No,No,No,0,0,No,OFF0421,1,100,4,No,No,Wednesday,Morning,Spring,April,2023,No,Cloudy,63,Anonymous,High,Not Applicable / Pending,Not Applicable
INC00003860,2023-003860,2023-11-05,14:52:00,2023-11-03,06:22:00,Homicide,Violent,2S,Infraction,Transit,1994 Oak St,40.653574,-74.008366,East,1A,Downtown Core,88597,6,3,18-24,Unknown,Asian,2,Unknown,Male,White,Yes,,Yes,Closed - Unfounded,Arrest,Unknown,No,No,No,No,0,0,No,OFF0402,3,169,4,No,No,Tuesday,Morning,Fall,November,2023,No,Rain,62,Anonymous,High,Not Applicable / Pending,Pending
INC00003861,2023-003861,2023-10-31,13:54:00,2023-10-26,07:07:00,Drug Offense,Other,3F,Misdemeanor,Residence,6717 Maple St,40.760977,-73.867612,West,10D,Westside,72293,4,2,25-34,Female,Unknown,0,0-17,Male,Unknown,No,,Yes,Closed - Cleared,Exceptional,Unknown,No,No,No,No,12748,0,No,OFF0356,3,130,0,Yes,Yes,Thursday,Morning,Fall,November,2023,No,Cloudy,59,Victim,Medium,Not Applicable / Pending,Not Applicable
INC00003862,2023-003862,2023-03-24,13:38:00,2023-03-24,07:22:00,Drug Offense,Other,4E,Felony,Hospital,2681 Pine St,40.562104,-74.121525,South,19E,Eastbrook,11131,14,3,35-44,Male,Other,0,25-34,Unknown,Unknown,No,,No,Closed - Unfounded,Unknown,Unknown,No,No,No,No,0,0,Yes,OFF0200,3,155,4,No,Yes,Sunday,Morning,Spring,March,2023,No,Fog,69,Witness,Low,Not Applicable / Pending,Not Applicable
INC00003863,2023-003863,2023-04-25,01:32:00,2023-04-19,02:54:00,Cybercrime,Other,9Y,Misdemeanor,Bank,6453 Maple St,40.752455,-74.141017,South,16D,Oak Park,69315,12,3,35-44,Unknown,White,2,25-34,Unknown,Hispanic,Yes,2023-05-30,Yes,Under Investigation,Unknown,Unknown,Yes,No,No,Yes,22546,0,Yes,OFF0437,2,183,0,Yes,No,Thursday,Night,Spring,April,2023,No,Clear,81,Witness,Medium,Recorded,Completed
INC00003864,2023-003864,2023-09-12,03:12:00,2023-09-08,12:22:00,Arson,Other,7A,Misdemeanor,Park,5513 Main St,40.525091,-73.831354,North,11D,Oak Park,63729,15,3,45-54,Male,Black,0,35-44,Unknown,Unknown,No,,No,Suspended,Unknown,Unknown,Yes,No,No,Yes,0,0,No,OFF0417,1,89,3,Yes,Yes,Thursday,Afternoon,Fall,September,2023,No,Clear,32,Victim,Medium,Not Applicable / Pending,Not Applicable
INC00003865,2023-003865,2023-01-12,08:04:00,2023-01-05,20:55:00,Burglary,Property,8Q,Felony,Commercial,7693 Main St,40.63819,-73.961917,North,17B,Eastbrook,54918,8,4,18-24,Unknown,Other,2,Unknown,Male,Unknown,No,,No,Suspended,Exceptional,Unknown,No,No,No,No,17322,0,No,OFF0218,1,133,2,No,Yes,Saturday,Evening,Winter,January,2023,No,Rain,83,Witness,Medium,Not Applicable / Pending,Not Applicable
INC00003866,2023-003866,2023-09-05,17:14:00,2023-09-05,03:31:00,Drug Offense,Other,2Y,Felony,Hospital,2703 Cedar St,40.667767,-74.156768,West,7C,Westside,13103,10,3,65+,Unknown,White,3,18-24,Unknown,Unknown,Yes,2023-09-23,No,Open,Unknown,Unknown,No,No,No,No,37566,0,Yes,OFF0106,2,112,3,No,No,Thursday,Night,Fall,September,2023,No,Rain,48,Third Party,Medium,Recorded,Completed
INC00003867,2023-003867,2023-09-13,14:31:00,2023-09-10,07:40:00,Weapons Violation,Other,9P,Misdemeanor,Other,2268 Oak St,40.673514,-73.899367,South,14E,Harbor District,58829,14,1,35-44,Unknown,Black,2,Unknown,Female,Unknown,No,,Yes,Open,Unknown,Unknown,No,No,No,Yes,36314,0,Yes,OFF0007,1,148,4,No,No,Friday,Morning,Fall,September,2023,No,Cloudy,74,Victim,Medium,Not Applicable / Pending,Not Applicable
INC00003868,2023-003868,2023-12-05,14:00:00,2023-12-04,11:45:00,Sexual Assault,Violent,1V,Infraction,Residence,5057 Main St,40.762701,-74.248098,West,20C,Oak Park,11292,14,2,Unknown,Male,Asian,0,Unknown,Unknown,Unknown,Yes,2024-01-24,No,Closed - Cleared,Arrest,Unknown,No,No,No,Yes,16198,0,No,OFF0252,1,139,4,Yes,No,Thursday,Morning,Winter,December,2023,No,Rain,55,Witness,Low,Recorded,Completed
INC00003869,2023-003869,2023-08-26,06:53:00,2023-08-19,22:16:00,Burglary,Property,3E,Misdemeanor,Convenience Store,1848 Cedar St,40.958772,-73.961967,Downtown,6A,Eastbrook,51437,6,3,35-44,Female,White,2,0-17,Unknown,Asian,No,,No,Open,Unknown,Unknown,No,Yes,Yes,Yes,0,0,No,OFF0265,2,35,4,No,Yes,Monday,Night,Summer,August,2023,No,Fog,85,Anonymous,Low,Not Applicable / Pending,Not Applicable
INC00003870,2023-003870,2023-04-11,02:52:00,2023-04-06,07:11:00,Homicide,Violent,4V,Infraction,Commercial,5068 Main St,40.896139,-74.086083,East,11E,Riverside,20318,14,3,55-64,Unknown,White,1,Unknown,Unknown,Asian,No,,No,Suspended,Unknown,Other,No,No,No,No,0,0,No,OFF0481,1,185,4,No,No,Thursday,Morning,Spring,April,2023,No,Snow,43,Witness,High,Not Applicable / Pending,Not Applicable
INC00003871,2023-003871,2023-10-23,16:01:00,2023-10-18,03:31:00,Fraud,Other,8G,Infraction,Street,1399 Maple St,40.666696,-73.893515,Downtown,13D,Northgate,33047,8,4,35-44,Female,Black,0,Unknown,Unknown,Black,Yes,,Yes,Open,Unfounded,Other,Yes,No,No,No,0,0,Yes,OFF0366,1,4,4,No,No,Wednesday,Night,Fall,October,2023,No,Snow,32,Officer,Medium,Not Applicable / Pending,Pending
INC00003872,2023-003872,2023-03-05,13:19:00,2023-03-02,18:23:00,Fraud,Other,9X,Misdemeanor,Commercial,5160 Maple St,40.904225,-74.189358,East,9E,Westside,95869,3,3,45-54,Unknown,Black,1,25-34,Male,Unknown,No,,No,Open,Unknown,Unknown,No,No,No,No,195,0,No,OFF0266,1,154,4,Yes,Yes,Tuesday,Evening,Spring,March,2023,No,Snow,88,Anonymous,Medium,Not Applicable / Pending,Not Applicable
INC00003873,2023-003873,2023-07-21,12:45:00,2023-07-17,04:13:00,Fraud,Other,6Y,Misdemeanor,Residence,984 Elm St,40.469251,-73.810249,Downtown,16D,Harbor District,85724,4,4,0-17,Female,Asian,3,Unknown,Unknown,Unknown,No,,No,Suspended,Unknown,Unknown,No,No,No,No,35317,0,No,OFF0416,2,176,4,No,No,Sunday,Night,Summer,July,2023,No,Snow,53,Victim,High,Not Applicable / Pending,Not Applicable
INC00003874,2023-003874,2023-11-25,21:45:00,2023-11-22,00:06:00,Vandalism,Other,3I,Infraction,Street,7143 Cedar St,40.897298,-74.237466,Suburbs,8A,Southview,55056,12,3,65+,Female,Asian,1,Unknown,Unknown,Unknown,Yes,,Yes,Open,Exceptional,Other,No,No,No,No,0,0,No,OFF0459,2,184,3,Yes,Yes,Monday,Night,Fall,November,2023,No,Cloudy,31,Anonymous,Medium,Not Applicable / Pending,Pending
INC00003875,2023-003875,2023-08-03,23:48:00,2023-08-03,13:52:00,Drug Offense,Other,5R,Felony,School,2127 Pine St,40.637532,-74.108826,Downtown,15A,Riverside,87265,12,2,0-17,Unknown,Unknown,0,35-44,Unknown,Unknown,No,,Yes,Closed - Arrested,Unknown,Firearm,Yes,No,No,Yes,0,0,No,OFF0310,1,152,0,Yes,No,Saturday,Afternoon,Summer,August,2023,No,Snow,80,Officer,Low,Not Applicable / Pending,Not Applicable
INC00003876,2023-003876,2023-04-20,23:03:00,2023-04-20,08:17:00,Drug Offense,Other,1V,Misdemeanor,Hospital,5761 Elm St,40.510632,-74.007571,Suburbs,1D,Hillside,94067,2,1,18-24,Female,Black,2,0-17,Unknown,Unknown,Yes,,Yes,Open,Unknown,Knife,No,No,No,No,10733,0,Yes,OFF0339,1,11,1,Yes,No,Saturday,Morning,Spring,April,2023,No,Snow,88,Third Party,Low,Not Applicable / Pending,Pending
INC00003877,2023-003877,2023-03-02,08:04:00,2023-03-01,18:16:00,Domestic Violence,Other,3P,Felony,Gas Station,5565 Pine St,40.875522,-74.006374,Downtown,11C,Westside,96906,2,3,65+,Unknown,Unknown,1,Unknown,Female,Unknown,Yes,2023-05-05,No,Closed - Arrested,Arrest,Knife,No,No,No,Yes,0,0,Yes,OFF0285,1,107,1,Yes,Yes,Saturday,Evening,Spring,March,2023,No,Fog,36,Victim,Medium,Recorded,Completed
INC00003878,2023-003878,2023-12-11,17:20:00,2023-12-05,18:08:00,Assault,Violent,3N,Infraction,Convenience Store,9742 Maple St,40.515164,-73.793222,Central,20D,Harbor District,97764,4,2,35-44,Female,Hispanic,3,18-24,Unknown,White,No,,No,Closed - Arrested,Unknown,Unknown,No,Yes,No,No,43665,0,No,OFF0382,2,198,3,Yes,No,Wednesday,Evening,Winter,December,2023,No,Rain,35,Third Party,Medium,Not Applicable / Pending,Not Applicable
INC00003879,2023-003879,2023-05-10,04:12:00,2023-05-10,00:39:00,Vehicle Theft,Property,5P,Felony,Parking Lot,2911 Elm St,40.545825,-73.844525,East,19D,Northgate,30958,4,1,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Yes,,No,Under Investigation,Exceptional,Knife,No,No,No,No,9071,1,No,OFF0465,3,26,0,No,No,Friday,Night,Spring,May,2023,No,Cloudy,89,Victim,High,Not Applicable / Pending,Pending
INC00003880,2023-003880,2023-10-19,22:12:00,2023-10-15,17:23:00,Cybercrime,Other,6T,Infraction,Office,6188 Maple St,40.923355,-73.803491,Downtown,8B,Riverside,45510,11,3,25-34,Unknown,Black,0,Unknown,Female,Asian,Yes,2023-12-10,No,Closed - Cleared,Unknown,Unknown,No,No,No,Yes,33859,0,Yes,OFF0085,2,66,1,Yes,No,Saturday,Evening,Fall,October,2023,No,Clear,35,Anonymous,Low,Recorded,Completed
INC00003881,2023-003881,2023-07-17,13:33:00,2023-07-12,09:42:00,Drug Offense,Other,8Q,Misdemeanor,Convenience Store,5643 Cedar St,40.747578,-73.850374,North,14A,Midtown,67688,4,3,0-17,Male,Unknown,2,Unknown,Male,Unknown,Yes,,Yes,Closed - Cleared,Arrest,Unknown,No,No,No,Yes,0,0,No,OFF0293,2,151,1,No,No,Wednesday,Morning,Summer,July,2023,No,Rain,56,Witness,Low,Not Applicable / Pending,Pending
INC00003882,2023-003882,2023-06-02,20:41:00,2023-06-01,11:39:00,Cybercrime,Other,9L,Infraction,Transit,3616 Cedar St,40.9202,-73.996409,Central,3E,Northgate,15013,11,1,25-34,Male,Unknown,1,18-24,Female,Black,Yes,2023-07-18,No,Under Investigation,Unfounded,Unknown,No,Yes,No,No,0,0,No,OFF0126,1,26,3,Yes,Yes,Sunday,Morning,Summer,June,2023,No,Fog,59,Victim,Low,Recorded,Completed
INC00003883,2023-003883,2023-08-23,21:41:00,2023-08-17,06:56:00,Fraud,Other,4L,Felony,Park,1841 Elm St,40.676846,-74.063418,South,13E,Riverside,23329,11,2,35-44,Female,Other,3,Unknown,Female,Black,No,,No,Open,Unknown,Unknown,No,No,No,No,0,0,No,OFF0232,3,151,3,No,Yes,Friday,Morning,Summer,August,2023,Yes,Fog,77,Witness,Low,Not Applicable / Pending,Not Applicable
INC00003884,2023-003884,2023-12-20,11:20:00,2023-12-16,17:15:00,Assault,Violent,9L,Felony,Mall,4212 Pine St,40.721622,-74.166397,Central,18A,Midtown,15768,13,4,Unknown,Female,Black,3,0-17,Male,Unknown,Yes,2024-01-29,No,Open,Arrest,Firearm,No,No,No,No,6766,0,Yes,OFF0355,2,43,3,Yes,Yes,Friday,Evening,Winter,December,2023,No,Fog,41,Anonymous,Medium,Recorded,Completed
INC00003885,2023-003885,2023-05-17,20:16:00,2023-05-15,06:04:00,Sexual Assault,Violent,2K,Misdemeanor,Parking Lot,7896 Elm St,40.825784,-74.026813,East,18A,Harbor District,52542,9,4,0-17,Male,Hispanic,1,45-54,Female,Black,Yes,2023-06-01,Yes,Under Investigation,Unknown,Unknown,No,No,No,Yes,0,0,Yes,OFF0064,2,68,4,Yes,Yes,Friday,Morning,Spring,May,2023,No,Fog,43,Anonymous,Medium,Recorded,Completed
INC00003886,2023-003886,2023-05-12,01:08:00,2023-05-09,14:22:00,Burglary,Property,9A,Felony,Street,5671 Pine St,40.655319,-73.988303,Suburbs,11B,Harbor District,92268,11,3,65+,Female,Hispanic,1,Unknown,Unknown,Unknown,No,,No,Closed - Cleared,Unknown,Unknown,No,No,No,Yes,39047,0,No,OFF0215,3,97,4,No,No,Sunday,Afternoon,Spring,May,2023,No,Rain,78,Victim,Low,Not Applicable / Pending,Not Applicable
INC00003887,2023-003887,2023-05-06,22:57:00,2023-05-06,00:03:00,Cybercrime,Other,5E,Felony,Street,3816 Pine St,40.943556,-74.243613,Central,10D,Midtown,51277,5,1,65+,Male,Asian,0,Unknown,Male,Unknown,Yes,,Yes,Open,Unfounded,Unknown,Yes,Yes,No,Yes,46058,0,No,OFF0020,2,17,3,No,No,Monday,Night,Spring,May,2023,No,Cloudy,56,Victim,Medium,Not Applicable / Pending,Pending
INC00003888,2023-003888,2023-06-11,19:02:00,2023-06-09,18:22:00,Weapons Violation,Other,5N,Infraction,School,7875 Maple St,40.700522,-74.245213,Downtown,17D,Midtown,47836,15,2,25-34,Male,Unknown,3,18-24,Unknown,Black,Yes,,Yes,Suspended,Exceptional,Unknown,No,No,No,No,45489,0,No,OFF0069,1,1,1,No,No,Tuesday,Evening,Summer,June,2023,No,Fog,70,Anonymous,High,Not Applicable / Pending,Pending
